,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,price,mileage,price_over_mileage,trim
969,969,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/e9a965ab50d6449dbd6f4be6887e6079.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '121,000'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494693456,4-Cylinder,1NXBR30E07Z827829,Gray,Automatic,7995,121000.0,0.06607438016528926, S
970,970,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images.autotrader.com/hn/c/b1e60e2be911463fbdeedd739cb26a50.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '89,010'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499329778,4-Cylinder,1NXBU4EE9AZ309187,,Automatic,7995,89010.0,0.08982136838557465, LE
971,971,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '109,794'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499920424,4-Cylinder,1NXBU4EE4AZ310361,,Automatic,7995,109794.0,0.07281818678616318, LE
972,972,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/5dfb4cce6ff04fda9eb029614f898290.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '113,282'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=491601006,4-Cylinder,2T1BU4EE6AC272147,Gray,Automatic,7995,113282.0,0.07057608446178563, LE Sedan
973,973,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/b9c2c00751434cd08c632145e7db28c7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,670'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=495898358,4-Cylinder,2T1BU4EE0AC324324,,Automatic,7995,70670.0,0.11313145606339324,
974,974,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/7788a708b3554eacbe12e779c0a8ae1e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '126,600'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501989624,4-Cylinder,1NXBU4EEXAZ244155,Dark Charcoal,Automatic,7995,126600.0,0.06315165876777251, S
975,975,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '148,101'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502241569,4-Cylinder,2T1BU4EE1AC327751,Tan,Automatic,7995,148101.0,0.05398343022666964,
976,976,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '106,701'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502241560,4-Cylinder,JTDBL40E099024262,Gray,Automatic,7995,106701.0,0.07492900722579919, S
977,977,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/067a63ff50844e34827a6c182ee0dab3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '75,091'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=487071724,4-Cylinder,2T1BU40E49C188198,Gray,Automatic,7995,75091.0,0.10647081541063509, S
978,978,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/343ebb53f90e42189966ca87b46f39cf.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,288'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496686991,4-Cylinder,2T1BU4EE6AC393664,Gray,Automatic,7995,84288.0,0.09485335990888383, LE Sedan
979,979,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/26a23661d1a941cfac1f7ab561f524b6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '60,401'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501379496,4-Cylinder,2T1BR32E58C938408,,Automatic,7995,60401.0,0.13236535818943396, CE
980,980,http://schema.org/,Car,['Sedan'],Toyota,Beige,2 wheel drive - front,https://images.autotrader.com/images/2018/12/5/502/031/43636265202.502031785.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '86,573'}",Corolla,Used 2009 Toyota Corolla XLE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502031785,4-Cylinder,1NXBU40E79Z055157,Tan,Automatic,7995,86573.0,0.09234980883185288, XLE
981,981,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/12b5da5af6654752b348bf494d556a34.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '109,945'}",Corolla,Used 2008 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501313662,4-Cylinder,2T1BR30E28C897917,Dark Charcoal,Automatic,7995,109945.0,0.0727181772704534, S
982,982,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '86,203'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501486249,4-Cylinder,2T1BU4EE9AC277472,,Automatic,7995,86203.0,0.09274619212788418,
983,983,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '76,718'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501650321,4-Cylinder,JTDBL40E89J021110,,,7995,76718.0,0.10421283140853516,
984,984,http://schema.org/,Car,['Sedan'],Toyota,Charcoal,2 wheel drive - front,https://images.autotrader.com/hn/c/6b424ee04dcc4407953d16c7f6c904d8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '106,139'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=490347475,4-Cylinder,2T1BU4EE0AC223283,Gray,Automatic,7995,106139.0,0.07532575207981985,
985,985,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/a17e53043cf14b1f9e4c82b8a8792b68.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '104,420'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501646471,4-Cylinder,2T1BU4EE9AC493354,Ash,Automatic,7995,104420.0,0.07656579199387091,
986,986,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/da2e347619a44e6db6771f7ec0128fc7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '105,532'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499727404,4-Cylinder,2T1BU4EE0AC449078,Black,Automatic,7995,105532.0,0.07575901148466815, S
987,987,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/images/2018/8/17/492/737/43626994673.492737737.IM1.MAIN.1280x960_A.1280x960.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '107,301'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=492737737,4-Cylinder,1NXBU4EE2AZ270765,Tan,Automatic,7995,107301.0,0.07451002320574832, LE
988,988,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/5dace0278dbb4268b6614cc43d543736.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '55,933'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499247225,4-Cylinder,JTDBU4EE0A9105109,,Automatic,7995,55933.0,0.1429388732948349, LE Sedan
989,989,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/d3a4f82bcc6e47959c6709810075dc5a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '98,670'}",Corolla,Used 2008 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501061159,4-Cylinder,1NXBR32E38Z006223,Black,Automatic,7995,98670.0,0.08102766798418973, S
990,990,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/1f7c07d9d7764824badf37c57557a038.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '101,198'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7992, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501601068,4-Cylinder,1NXBU4EE1AZ193113,Ash,Automatic,7992,101198.0,0.07897389276467914, LE
991,991,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/7a46571a7300470bbc8ac93e48fa9795.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '92,881'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501844454,4-Cylinder,2T1BU4EE5AC483095,,Automatic,7991,92881.0,0.0860348187465682,
992,992,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/images/2018/12/4/484/437/43636137012.484437058.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '78,041'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=484437058,4-Cylinder,1NXBU40E29Z125003,Gray,Automatic,7990,78041.0,0.102382081213721, S
993,993,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/a1ac1c5525f24349b33085f6556907a1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '109,654'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501315406,4-Cylinder,JTDBL40E999044235,,,7990,109654.0,0.07286555893993835,
994,994,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '59,664'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501946793,4-Cylinder,JTDBR32E660065517,Stone W/Cloth Seat Trim,,7990,59664.0,0.13391659962456423, LE
995,995,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/d782b3ac49c24726940fc6f8a3b4cf66.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '138,019'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=494228350,4-Cylinder,2T1BU4EE3AC472497,,Automatic,7990,138019.0,0.057890580282424886, S
996,996,http://schema.org/,Car,['Sedan'],Toyota,Charcoal,2 wheel drive - front,https://images.autotrader.com/hn/c/86d845e6c7de4b10818eecc5ebc693fa.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '138,475'}",Corolla,Used 2009 Toyota Corolla XRS,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496836747,4-Cylinder,2T1BE40EX9C026671,Gray,Automatic,7990,138475.0,0.057699945838599026, XRS
997,997,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/3b32a264f7124780952fc7d5738876fe.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '89,499'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7989, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499712719,4-Cylinder,JTDBL40EX99064249,Ash,Automatic,7989,89499.0,0.08926356719069486, LE
998,998,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/554b821fa3de43989f819259563aab3e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '91,729'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7989, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500497965,4-Cylinder,JTDBU4EE9AJ077647,Ash,Automatic,7989,91729.0,0.08709350369021793, LE
999,999,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/0bea6540183f4483b49d9f351ae38ce8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '118,075'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499555189,4-Cylinder,1NXBR30E57Z907594,Dark Charcoal,Automatic,7988,118075.0,0.06765191615498624, S
1000,1000,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '84,580'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501669823,4-Cylinder,2T1BU40E39C118577,Dark Charcoal,Automatic,7988,84580.0,0.09444313076377395, S
1001,1001,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/f1bf7bba28cd4aa1ad4ba43ac50c5c60.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '106,711'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499769190,4-Cylinder,2T1BU4EE9AC476957,,Automatic,7988,106711.0,0.07485638781381489, LE
1002,1002,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/aac22e6334694ef8920733a294f1654b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '94,057'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501829882,4-Cylinder,2T1BU4EE2AC269469,Ash,Automatic,7988,94057.0,0.08492722498059688, S
1003,1003,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '108,127'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502223010,4-Cylinder,1NXBU40E19Z045062,,Automatic,7988,108127.0,0.07387609015324573,
1004,1004,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/a5675e5fb74345bc9e78eb7dea288d90.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '139,066'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7987, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=492995655,4-Cylinder,1NXBU40E99Z018496,,,7987,139066.0,0.05743316123279594,
1005,1005,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/9fbbed31aee04327b369e8fe68fcccde.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '17,681'}",Corolla,Used 2006 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7981, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501601342,4-Cylinder,2T1BR30E36C592570,Dark Charcoal,Automatic,7981,17681.0,0.45138849612578474, S
1006,1006,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '55,890'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 7979, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501638464,4-Cylinder,2T1BU40E39C154723,Dark Charcoal,Automatic,7979,55890.0,0.14276256933261763, LE
